title,episodes,score,year,type,status,rating,duration,genres,studios,duration_min
Kaze Iro no Tonbo,1.0,5.61,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Kome no Uta,1.0,6.37,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Sabiiro no Armor: Reimei,12.0,3.79,2022,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Action'],['Kigumi'],23.0
Shining Star,52.0,6.66,2017,TV,Finished Airing,PG - Children,21 min per ep,[],['Maro Studio'],21.0
Nakanaide,1.0,5.66,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Yasashi-sa,1.0,5.74,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,1.0,7.52,0,Movie,Finished Airing,G - All Ages,3 min,['Fantasy'],['Studio PuYUKAI'],3.0
Namida no Chikara,1.0,5.87,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Risu ni Koi Shita Shounen,1.0,5.14,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Shimauma to Lion,1.0,5.51,0,Music,Finished Airing,G - All Ages,4 min,[],[],4.0
Ojiichan Chi e Ikou,1.0,5.8,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Santa Company: Christmas no Himitsu,1.0,5.94,0,Movie,Finished Airing,PG - Children,1 hr 5 min,['Fantasy'],['Asahi Production'],1.0
Ultraman Season 2,6.0,6.66,0,ONA,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Sci-Fi']","['Production I.G', 'Sola Digital Arts']",24.0
Nezha Chuanqi,52.0,6.75,2003,TV,Finished Airing,PG - Children,22 min per ep,['Adventure'],['CCTV Animation Group'],22.0
Inu-Ou,1.0,7.77,0,Movie,Finished Airing,R - 17+ (violence & profanity),1 hr 37 min,"['Award Winning', 'Fantasy']",['Science SARU'],1.0
Emerald no Oka,1.0,5.8,0,Music,Finished Airing,G - All Ages,4 min,['Drama'],[],4.0
Shokugeki no Souma: Shin no Sara,12.0,7.73,2019,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Gourmet', 'Ecchi']",['J.C.Staff'],24.0
Uchi Tama?! Uchi no Tama Shirimasen ka?,11.0,6.95,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Slice of Life'],"['MAPPA', 'Lapin Track']",23.0
Tokimeki Runners,1.0,6.83,0,Music,Finished Airing,PG-13 - Teens 13 or older,6 min,[],['Sunrise'],6.0
September,1.0,6.0,0,Music,Finished Airing,G - All Ages,3 min,['Fantasy'],[],3.0
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,12.0,6.91,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Mystery', 'Supernatural']",['Studio Deen'],23.0
Hope,1.0,6.16,0,Music,Finished Airing,PG-13 - Teens 13 or older,4 min,['Romance'],[],4.0
Ani ni Tsukeru Kusuri wa Nai! 3,12.0,7.68,2019,TV,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,['Comedy'],['Fanworks'],3.0
Yatogame-chan Kansatsu Nikki Nisatsume,12.0,6.37,2020,TV,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,['Comedy'],['Saetta'],3.0
Brand New Story,1.0,6.33,0,Music,Finished Airing,G - All Ages,2 min,[],['Science SARU'],2.0
Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi,8.0,6.22,0,ONA,Finished Airing,Rx - Hentai,6 min per ep,"['Comedy', 'Hentai']",['Studio Hokiboshi'],6.0
Tamayomi,12.0,5.82,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Sports'],['Studio A-CAT'],23.0
Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,1.0,6.56,0,Movie,Finished Airing,PG - Children,1 hr 19 min,['Sci-Fi'],['OLM'],1.0
Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki/Sakura no Mori no Mankai no Shita,2.0,7.14,0,OVA,Finished Airing,PG-13 - Teens 13 or older,27 min per ep,"['Mystery', 'Supernatural']",['LIDENFILMS'],27.0
Android Girl feat. Hatsune Miku,1.0,6.74,0,Music,Finished Airing,G - All Ages,3 min,[],['OTOIRO'],3.0
Waresho! Warera! Shodobutsu Aigo Iinkai,6.0,6.37,2019,TV,Finished Airing,G - All Ages,3 min per ep,['Comedy'],[],3.0
Business Fish,6.0,5.34,2019,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Comedy'],['I&A'],24.0
Strike Witches: 501 Butai Hasshin Shimasu! Movie,1.0,6.71,0,Movie,Finished Airing,PG-13 - Teens 13 or older,30 min,"['Comedy', 'Sci-Fi']","['Acca effe', 'Giga Production']",30.0
Isekai Quartet 2,12.0,7.36,2020,TV,Finished Airing,PG-13 - Teens 13 or older,11 min per ep,"['Comedy', 'Fantasy']",['Studio PuYUKAI'],11.0
Yamiyo,1.0,7.42,0,Music,Finished Airing,G - All Ages,4 min,[],['Twin Engine'],4.0
Vlad Love,12.0,5.87,0,ONA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Comedy', 'Supernatural']",['Drive'],24.0
Promare: Galo-hen,1.0,6.88,0,ONA,Finished Airing,PG-13 - Teens 13 or older,10 min,['Sci-Fi'],['Trigger'],10.0
Isekai Quartet Relay PVs,4.0,6.32,0,PV,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,"['Comedy', 'Fantasy']",['Studio PuYUKAI'],1.0
Tanabata no Oto,5.0,6.29,0,Music,Finished Airing,PG-13 - Teens 13 or older,2 min per ep,[],"['Gyorai Eizo Inc.', 'Ijigen Tokyo']",2.0
Super Senko-san Time Episode 12,1.0,7.02,0,Special,Finished Airing,PG-13 - Teens 13 or older,1 min,"['Comedy', 'Supernatural']",['Doga Kobo'],1.0
Ake-Vono,1.0,5.24,0,Music,Finished Airing,G - All Ages,4 min,['Avant Garde'],[],4.0
Ab-rah,1.0,5.44,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Carole & Tuesday: Gus to Roddy no Kaisouroku,1.0,6.61,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,22 min,"['Drama', 'Romance', 'Sci-Fi']",['Bones'],22.0
Sizq,1.0,5.61,0,Music,Finished Airing,G - All Ages,6 min,['Avant Garde'],[],6.0
Schoolyard,1.0,5.51,0,PV,Finished Airing,G - All Ages,45 sec,['Avant Garde'],['Suspenders'],45.0
Shapeshifter,1.0,5.43,0,PV,Finished Airing,G - All Ages,30 sec,['Avant Garde'],[],30.0
Animatope,1.0,4.96,0,PV,Finished Airing,G - All Ages,30 sec,['Avant Garde'],[],30.0
Bokutachi wa Benkyou ga Dekinai!,13.0,7.33,2019,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Comedy', 'Romance']","['Silver', 'Arvo Animation']",23.0
Quanzhi Fashi IV,12.0,7.3,0,ONA,Finished Airing,PG-13 - Teens 13 or older,21 min per ep,"['Action', 'Fantasy']",['Foch Film'],21.0
Choukadou Girl ⅙: Nona Omoide Kiroku,12.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,35 sec per ep,['Comedy'],['Studio A-CAT'],35.0
Choukadou Girl ⅙: Nona Video Nikki,40.0,5.6,0,ONA,Finished Airing,PG-13 - Teens 13 or older,50 sec per ep,['Comedy'],['Studio A-CAT'],50.0
Ishuzoku Reviewers,12.0,7.4,2020,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Comedy', 'Fantasy', 'Erotica']",['Passione'],23.0
Carole & Tuesday Specials,8.0,5.8,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],['Bones'],1.0
Fune wo Amu Yokoku,10.0,5.42,0,ONA,Finished Airing,G - All Ages,41 sec per ep,['Comedy'],['Zexcs'],41.0
Space Shower Man: Legacy for the Future,1.0,5.08,0,PV,Finished Airing,G - All Ages,40 sec,"['Action', 'Comedy']",[],40.0
Bug,4.0,4.49,0,CM,Finished Airing,G - All Ages,20 sec per ep,['Avant Garde'],[],20.0
Oniichan Asa made Zutto Gyutte Shite!,4.0,6.8,0,OVA,Finished Airing,Rx - Hentai,17 min per ep,['Hentai'],['Studio 1st'],17.0
Lovely ♡,2.0,7.11,0,OVA,Finished Airing,Rx - Hentai,14 min per ep,['Hentai'],['New Generation'],14.0
Bishoujo Senshi Sailor Moon Eternal Movie 1,1.0,7.59,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 21 min,['Romance'],"['Toei Animation', 'Studio Deen']",1.0
Shingeki no Kyojin: The Final Season,16.0,8.78,2021,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Drama', 'Suspense']",['MAPPA'],23.0
Broadcast by Bibby,12.0,6.37,0,ONA,Finished Airing,G - All Ages,24 sec per ep,['Comedy'],[],24.0
Tayo-ui Jangnangam Adventure,1.0,6.37,0,Special,Finished Airing,G - All Ages,16 min,['Adventure'],"['Iconix Entertainment', 'Studio Gale']",16.0
Mugyutto! Black Clover,8.0,6.45,0,ONA,Finished Airing,PG-13 - Teens 13 or older,7 min per ep,"['Comedy', 'Fantasy']",['DLE'],7.0
Animagear,1.0,5.34,0,ONA,Finished Airing,G - All Ages,42 sec,[],[],42.0
Tenki no Ko CMs,8.0,5.9,0,CM,Finished Airing,G - All Ages,28 sec per ep,['Slice of Life'],"['Enishiya', 'FILMONY']",28.0
Rebecca,1.0,6.37,0,ONA,Finished Airing,G - All Ages,24 min,['Slice of Life'],['Vega Entertainment'],24.0
Ometeotl Hero,1.0,6.37,0,ONA,Finished Airing,G - All Ages,24 min,['Sci-Fi'],['SPEED'],24.0
Michiru Rescue!,1.0,6.37,0,ONA,Finished Airing,G - All Ages,24 min,[],['Yumeta Company'],24.0
Odoru Mowai-kun,26.0,5.07,2019,TV,Finished Airing,G - All Ages,2 min per ep,['Comedy'],"[""Monster's Egg""]",2.0
Magical Halloween: Miracle★Quartet,2.0,5.69,0,Music,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Ecchi'],[],1.0
Doraemon Movie 40: Nobita no Shin Kyouryuu,1.0,7.66,0,Movie,Finished Airing,PG - Children,1 hr 50 min,"['Adventure', 'Comedy', 'Sci-Fi']",['Shin-Ei Animation'],1.0
Motto! Majime ni Fumajime Kaiketsu Zorori,25.0,6.5,2020,TV,Finished Airing,PG - Children,25 min per ep,"['Adventure', 'Comedy']","['Ajia-do', 'Bandai Namco Pictures']",25.0
Id:Invaded,13.0,7.81,2020,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Mystery', 'Sci-Fi', 'Suspense']",['NAZ'],24.0
Kutsujoku,2.0,6.88,0,OVA,Finished Airing,Rx - Hentai,16 min per ep,['Hentai'],['T-Rex'],16.0
Great Pretender,23.0,8.19,2020,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Adventure', 'Mystery']",['Wit Studio'],23.0
Deca-Dence,12.0,7.35,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Sci-Fi']",['Nut'],23.0
Akai Hana Shiroi Hana,1.0,5.54,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Arui Tekoteko,1.0,5.05,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Golden Kamuy 3rd Season,12.0,8.43,2020,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Action', 'Adventure']",['Geno Studio'],23.0
BNA,12.0,7.34,2020,TV,Finished Airing,PG-13 - Teens 13 or older,22 min per ep,"['Action', 'Fantasy']",['Trigger'],22.0
Ling Jian Zun 2nd Season,30.0,6.95,0,ONA,Finished Airing,PG-13 - Teens 13 or older,10 min per ep,"['Action', 'Adventure', 'Fantasy', 'Romance']",['Suoyi Technology'],10.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II: Past & Future,1.0,6.88,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Action', 'Adventure', 'Fantasy']",['J.C.Staff'],24.0
Madoromi no Vevara,1.0,6.45,0,ONA,Finished Airing,PG - Children,10 min,['Fantasy'],['Arch'],10.0
Choujigen Game Neptune: Hi☆Light,2.0,6.84,0,Special,Finished Airing,PG-13 - Teens 13 or older,1 hr 36 min per ep,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",[],1.0
Gibiate,12.0,3.82,2020,TV,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Fantasy', 'Horror', 'Sci-Fi']","['Studio Elle', 'l-a-unch・BOX']",24.0
Koi to Producer: EVOLxLOVE,12.0,6.18,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Mystery', 'Romance', 'Sci-Fi']",['MAPPA'],23.0
Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,1.0,6.63,0,CM,Finished Airing,PG-13 - Teens 13 or older,9 min,['Comedy'],['David Production'],9.0
Popolocrois Monogatari Pilot,1.0,5.87,0,Special,Finished Airing,G - All Ages,3 min,"['Adventure', 'Fantasy']",[],3.0
Quanzhi Gaoshou: Dianfeng Rongyao,1.0,8.05,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 38 min,['Action'],['Colored Pencil Animation'],1.0
Lupin III: The First,1.0,7.8,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 32 min,"['Action', 'Adventure', 'Comedy', 'Mystery']","['TMS Entertainment', 'Marza Animation Planet']",1.0
Arifureta Shokugyou de Sekai Saikyou Specials,2.0,6.73,0,Special,Finished Airing,PG-13 - Teens 13 or older,8 min per ep,"['Action', 'Adventure', 'Fantasy']","['asread.', 'White Fox']",8.0
Maesetsu!,12.0,5.86,2020,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Comedy'],"['Studio Gokumi', 'AXsiZ']",24.0
Penguin no Mondai POW,51.0,6.37,2012,TV,Finished Airing,G - All Ages,1 min per ep,[],['Shogakukan Music & Digital Entertainment'],1.0
Nusheng Sushe Richang 2nd Season,7.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,16 min per ep,['Comedy'],['Yudubai Animation'],16.0
Pittanko!! Nekozakana,93.0,6.37,2017,TV,Finished Airing,G - All Ages,5 min per ep,[],[],5.0
Sinbi Apartment: Ghost Ball X-ui Tansaeng,23.0,6.25,2017,TV,Finished Airing,G - All Ages,20 min per ep,['Supernatural'],['Studio BAZOOKA'],20.0
Xiao Hua Xian 2nd Season,52.0,6.37,2015,TV,Finished Airing,G - All Ages,14 min per ep,[],['Taomee'],14.0
Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,40.0,6.37,2017,TV,Finished Airing,G - All Ages,15 min per ep,[],['Taomee'],15.0
Tenchi Muyou! Ryououki 5th Season,6.0,6.55,0,OVA,Finished Airing,PG-13 - Teens 13 or older,28 min per ep,"['Action', 'Comedy', 'Sci-Fi']",['AIC'],28.0
Nu Wushen de Canzhuo,10.0,7.1,0,ONA,Finished Airing,PG-13 - Teens 13 or older,5 min per ep,"['Comedy', 'Gourmet']","['Blade', 'Thundray']",5.0
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,1.0,6.07,0,OVA,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Comedy', 'Fantasy', 'Ecchi']",['J.C.Staff'],23.0
Ninja Box,6.0,6.37,0,ONA,Finished Airing,PG - Children,11 min per ep,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Tatsunoko Production'],11.0
Honoo no Mirage: Muyou no Michi,1.0,6.17,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Action', 'Boys Love', 'Drama', 'Supernatural']",['Madhouse'],24.0
Superfluid,1.0,4.77,0,ONA,Finished Airing,G - All Ages,1 min,['Avant Garde'],[],1.0
Collapse Zen,1.0,4.76,0,ONA,Finished Airing,G - All Ages,2 min,['Avant Garde'],[],2.0
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,3.0,7.28,0,Movie,Finished Airing,PG-13 - Teens 13 or older,25 min per ep,"['Drama', 'Sci-Fi']","['Production I.G', 'I.Gzwei']",25.0
Nezha Zhi Mo Tong Jiang Shi,1.0,7.69,0,Movie,Finished Airing,PG-13 - Teens 13 or older,1 hr 50 min,"['Action', 'Comedy', 'Drama', 'Fantasy']",['October Media'],1.0
Otome no Inori,1.0,6.13,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Yichang Shengwu Jianwenlu Specials,13.0,5.89,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min per ep,['Comedy'],[],1.0
Microphone Soul Spinners: Kotodama Shoujo,24.0,6.37,0,ONA,Finished Airing,PG-13 - Teens 13 or older,9 min per ep,[],[],9.0
Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,2.0,5.9,0,Movie,Finished Airing,G - All Ages,3 min per ep,['Comedy'],[],3.0
Arte,12.0,7.2,2020,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Drama'],['Seven Arcs'],24.0
Rebirth,48.0,5.82,2020,TV,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,['Comedy'],['LIDENFILMS'],3.0
Junjou Juugeki Cosplay Shoujo,1.0,4.91,0,OVA,Finished Airing,Rx - Hentai,5 min,"['Comedy', 'Hentai']",['Okumaza'],5.0
Mahoutsukai no Yome: Gakuin-hen,1.0,7.11,0,PV,Finished Airing,PG-13 - Teens 13 or older,3 min,['Fantasy'],['Wit Studio'],3.0
Oda Cinnamon Nobunaga,12.0,6.59,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Comedy'],['Studio Signpost'],23.0
ARP Backstage Pass,10.0,5.53,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,[],['Dynamo Pictures'],23.0
Konohakaseki no Natsu,1.0,6.2,0,Movie,Finished Airing,G - All Ages,11 min,['Drama'],[],11.0
Issei Kiyuukyoku: Divertimento,1.0,5.52,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Deluxe da yo! Kaishain,25.0,6.37,0,ONA,Finished Airing,G - All Ages,2 min per ep,['Comedy'],['DLE'],2.0
Taka no Tsume Yoshida-kun Batten File: Natsuyasumi Mystery Adventure,5.0,6.37,0,ONA,Finished Airing,G - All Ages,6 min per ep,"['Comedy', 'Mystery', 'Sci-Fi', 'Supernatural']",[],6.0
Pokemon Masters: Trainers Daishuuketsu Special Animation,1.0,6.29,0,PV,Finished Airing,PG - Children,4 min,"['Action', 'Fantasy']",['OLM'],4.0
Yu☆Gi☆Oh! Sevens,92.0,6.27,2020,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Fantasy']",['Bridge'],24.0
Nanimo Shite Agerarenai,1.0,5.97,0,Music,Finished Airing,G - All Ages,4 min,[],['Grass'],4.0
22/7,12.0,6.8,2020,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Drama'],['A-1 Pictures'],24.0
Shaonu Qianxian: Renxing Xiao Juchang,24.0,6.73,0,ONA,Finished Airing,PG-13 - Teens 13 or older,3 min per ep,"['Comedy', 'Sci-Fi']",['Big Firebird Culture'],3.0
Porte,1.0,6.59,0,OVA,Finished Airing,PG - Children,3 min,[],[],3.0
Teeter,2.0,5.96,0,Music,Finished Airing,G - All Ages,3 min per ep,[],[],3.0
Hero Mask 2nd Season,9.0,6.48,0,ONA,Finished Airing,R - 17+ (violence & profanity),24 min per ep,"['Action', 'Mystery', 'Sci-Fi']",['Studio Pierrot'],24.0
Tokyo 2020 Olympics CMs,8.0,5.78,0,CM,Finished Airing,G - All Ages,1 min per ep,['Sports'],[],1.0
Digimon Survive: Prologue Movie,1.0,6.47,0,ONA,Finished Airing,G - All Ages,3 min,"['Fantasy', 'Mystery']",['Toei Animation'],3.0
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,1.0,6.36,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Drama', 'Sci-Fi']",['feel.'],23.0
Shinrabanshou.mp3,1.0,5.72,0,PV,Finished Airing,G - All Ages,30 sec,['Avant Garde'],[],30.0
The Ghost of Cartoon,1.0,5.06,0,PV,Finished Airing,G - All Ages,1 min,['Avant Garde'],['INS Studio'],1.0
Sonoda,1.0,5.31,0,ONA,Finished Airing,G - All Ages,1 min,['Slice of Life'],[],1.0
Hana (2006),1.0,5.64,0,Movie,Finished Airing,PG - Children,6 min,"['Avant Garde', 'Drama']",[],6.0
Listeners,12.0,5.42,2020,TV,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Sci-Fi'],['MAPPA'],24.0
Zoids Wild Zero,50.0,6.32,2019,TV,Finished Airing,PG - Children,22 min per ep,"['Adventure', 'Comedy', 'Sci-Fi']",['OLM'],22.0
Cardfight!! Vanguard: Shinemon-hen,31.0,6.68,2019,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,['Action'],['OLM'],23.0
Ushinawareta Choushoku,1.0,5.82,0,ONA,Finished Airing,PG-13 - Teens 13 or older,6 min,['Avant Garde'],[],6.0
Lucky☆Orb feat. Hatsune Miku,1.0,6.86,0,Music,Finished Airing,G - All Ages,5 min,[],[],5.0
Zombieland Saga Revenge,12.0,7.98,2021,TV,Finished Airing,R - 17+ (violence & profanity),23 min per ep,"['Comedy', 'Supernatural']",['MAPPA'],23.0
Miru Tights: Cosplay Satsuei Tights,1.0,6.39,0,Special,Finished Airing,PG-13 - Teens 13 or older,4 min,['Ecchi'],['Yokohama Animation Lab'],4.0
Null Peta,12.0,6.41,0,ONA,Finished Airing,PG-13 - Teens 13 or older,5 min per ep,"['Comedy', 'Sci-Fi']",['Shin-Ei Animation'],5.0
Mini Toji: Yume,1.0,6.18,0,Special,Finished Airing,G - All Ages,4 min,"['Action', 'Comedy', 'Fantasy']",['Project No.9'],4.0
Jurassic!,1.0,6.36,0,ONA,Finished Airing,G - All Ages,1 min,['Fantasy'],['Toei Animation'],1.0
Look Plus One Piece Special Movie,1.0,5.98,0,CM,Finished Airing,G - All Ages,1 min,['Comedy'],['Toei Animation'],1.0
Zhu Zhu Xia: Bukesiyi de Shijie,1.0,6.37,0,Movie,Finished Airing,G - All Ages,1 hr 25 min,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[],1.0
Malta no Utaou,6.0,6.37,0,Music,Finished Airing,G - All Ages,2 min per ep,[],[],2.0
Gundam Build Divers Re:Rise,13.0,7.08,0,ONA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,['Sci-Fi'],['Sunrise Beyond'],24.0
Kung Fu Liaoli Niang,1.0,6.22,0,ONA,Finished Airing,PG-13 - Teens 13 or older,8 min,"['Action', 'Fantasy', 'Gourmet', 'Ecchi']",['Wolf Smoke Studio'],8.0
Kandagawa Jet Girls,12.0,5.77,2019,TV,Finished Airing,R+ - Mild Nudity,23 min per ep,"['Sci-Fi', 'Ecchi']",['TNK'],23.0
Urashimasakatasen no Nichijou,12.0,6.12,2019,TV,Finished Airing,PG-13 - Teens 13 or older,4 min per ep,['Comedy'],['Gainax Kyoto'],4.0
Paprika (Music),1.0,6.55,0,Music,Finished Airing,G - All Ages,3 min,[],[],3.0
Kamo ga Suki,1.0,5.66,0,ONA,Finished Airing,G - All Ages,7 min,"['Avant Garde', 'Comedy']",[],7.0
Fast Week,1.0,5.17,0,ONA,Finished Airing,PG-13 - Teens 13 or older,1 min,['Avant Garde'],[],1.0
Kabushikigaisha G-anime Saiyou Concept Movie,1.0,5.97,0,ONA,Finished Airing,PG-13 - Teens 13 or older,2 min,['Slice of Life'],['G-angle'],2.0
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,1.0,7.13,0,Special,Finished Airing,PG-13 - Teens 13 or older,27 min,"['Action', 'Fantasy']",['CloverWorks'],27.0
Wo Kai Dongwuyuan Naxie Nian,13.0,6.67,0,ONA,Finished Airing,PG-13 - Teens 13 or older,14 min per ep,['Comedy'],['Haoliners Animation'],14.0
Subarashii Shigoto,1.0,5.6,0,ONA,Finished Airing,PG-13 - Teens 13 or older,7 min,['Avant Garde'],[],7.0
Yorugao,1.0,5.51,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Luo Xiaohei Zhanji (Movie),1.0,8.32,0,Movie,Finished Airing,G - All Ages,1 hr 41 min,"['Adventure', 'Drama', 'Fantasy']",['HMCH'],1.0
Shigokare: Ecchi na Joshi Daisei to Doki x2 Love Lesson!! The Animation,1.0,6.69,0,OVA,Finished Airing,Rx - Hentai,26 min,['Hentai'],['Shion'],26.0
Aggressive Retsuko (ONA) 3rd Season,10.0,7.78,0,ONA,Finished Airing,PG-13 - Teens 13 or older,16 min per ep,['Comedy'],['Fanworks'],16.0
Naedoko Demon's Ground,1.0,5.42,0,ONA,Finished Airing,Rx - Hentai,15 min,"['Fantasy', 'Hentai']",[],15.0
Kami no Tou,13.0,7.55,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",['Telecom Animation Film'],23.0
Agitation!,1.0,5.56,0,Music,Finished Airing,G - All Ages,2 min,[],[],2.0
Qing Chi Hong Xiaodou Ba! Wai Zhuan: Mo Xiang Wang,3.0,6.26,0,ONA,Finished Airing,G - All Ages,8 min per ep,['Slice of Life'],['Making Animation'],8.0
Bananya: Fushigi na Nakama-tachi,13.0,6.62,2019,TV,Finished Airing,G - All Ages,2 min per ep,['Slice of Life'],"['TMS Entertainment', 'Gathering']",2.0
Housekishou Richard-shi no Nazo Kantei,12.0,7.2,2020,TV,Finished Airing,PG-13 - Teens 13 or older,23 min per ep,"['Drama', 'Mystery']",['Shuka'],23.0
Da Zhuzai,12.0,6.53,0,ONA,Finished Airing,PG-13 - Teens 13 or older,24 min per ep,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Foch Film', 'TrioPen Studio']",24.0
Tansui,1.0,4.87,0,Movie,Finished Airing,G - All Ages,3 min,['Avant Garde'],[],3.0
Yumemi no E,1.0,6.2,0,Movie,Finished Airing,PG - Children,10 min,[],['Yamamura Animation'],10.0
Arifureta Shokugyou de Sekai Saikyou Recap,1.0,6.2,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,23 min,"['Action', 'Adventure', 'Fantasy']","['asread.', 'White Fox']",23.0
Idomo,1.0,6.37,0,ONA,Not yet aired,Unknown,Unknown,"['Adventure', 'Fantasy']",['Twin Engine'],
Fushigi no Kuni no Alice Specials,2.0,5.87,0,Special,Finished Airing,G - All Ages,25 min per ep,"['Adventure', 'Fantasy']",['Nippon Animation'],25.0
Mitaiken Horizon,1.0,7.18,0,Music,Finished Airing,G - All Ages,8 min,[],['Sunrise'],8.0
Love Live! School Idol Festival All Stars,1.0,7.22,0,ONA,Finished Airing,PG-13 - Teens 13 or older,4 min,[],['Sunrise'],4.0
Balala Xiao Mo Xian: Mofa Hai Ying Bao,26.0,6.34,2018,TV,Finished Airing,PG - Children,22 min per ep,['Comedy'],[],22.0
Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,1.0,6.04,0,TV Special,Finished Airing,PG-13 - Teens 13 or older,24 min,"['Adventure', 'Sci-Fi']",[],24.0
